naics17,naics12,ratio
21112,21111,1
21113,21111,1
45221,45211,1
45231,45211,0.15430188762495453
45231,45291,0.6575732316033673
45231,45299,0.18812488077167813
51225,51221,0.11405228758169934
51225,51222,0.8859477124183006
51731,51711,0.6940514195007956
51731,51721,0.30594858049920437
53228,53222,0.06169855460749197
53228,53223,0.10556510090567577
53228,53229,0.8327363444868323
